[2025-03-05 09:07:03.997] [INFO] Initializing DOOM.rb
[2025-03-05 09:07:03.997] [INFO] Game initialized successfully
[2025-03-05 09:07:03.998] [INFO] Starting game loop
[2025-03-05 09:07:04.332] [DEBUG] Player position: Vector[2.0, 2.0], direction: Vector[1.0, 0.0]
[2025-03-05 09:29:49.544] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.562] [DEBUG] Player position: Vector[6.117750464277267, 1.6411711823808939], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.562] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.578] [DEBUG] Player position: Vector[6.196120575975499, 1.6572374698302912], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.578] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.595] [DEBUG] Player position: Vector[6.27938881965487, 1.6743079002452759], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.595] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.612] [DEBUG] Player position: Vector[6.362657063334241, 1.6913783306602606], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.612] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.628] [DEBUG] Player position: Vector[6.441027175032473, 1.7074446181096579], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.628] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.647] [DEBUG] Player position: Vector[6.5340916826741235, 1.7265233344558173], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.647] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.661] [DEBUG] Player position: Vector[6.602665530410077, 1.74058133597404], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.661] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.677] [DEBUG] Player position: Vector[6.685933774089448, 1.7576517663890248], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.677] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.696] [DEBUG] Player position: Vector[6.774100149749959, 1.7757263397695968], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.696] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.711] [DEBUG] Player position: Vector[6.8524702614481905, 1.7917926272189941], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.711] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.730] [DEBUG] Player position: Vector[6.940636637108701, 1.8098672005995662], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.730] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.744] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.744] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.761] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.761] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.779] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.779] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.795] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.795] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.814] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.814] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.828] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.828] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.845] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.845] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.862] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.862] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.878] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.878] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.896] [DEBUG] Player position: Vector[7.014108616825793, 1.8249293450833761], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.896] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.912] [DEBUG] Player position: Vector[6.998042329376396, 1.903299456781608], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.912] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.928] [DEBUG] Player position: Vector[6.980971898961411, 1.9865677004609792], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.928] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.946] [DEBUG] Player position: Vector[6.963901468546426, 2.0698359441403507], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.946] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.964] [DEBUG] Player position: Vector[6.944822752200267, 2.162900451782001], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.964] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.981] [DEBUG] Player position: Vector[6.927752321785282, 2.2461686954613724], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.981] [DEBUG] Noclip mode: false
[2025-03-05 09:29:49.994] [DEBUG] Player position: Vector[6.915702606198234, 2.3049462792350464], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:49.994] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.010] [DEBUG] Player position: Vector[6.899636318748837, 2.3833163909332784], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.010] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.028] [DEBUG] Player position: Vector[6.881561745368265, 2.4714827665937893], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.028] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.044] [DEBUG] Player position: Vector[6.865495457918868, 2.5498528782920213], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.044] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.060] [DEBUG] Player position: Vector[6.848425027503883, 2.6331211219713926], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.060] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.077] [DEBUG] Player position: Vector[6.8313545970888985, 2.716389365650764], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.077] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.095] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.095] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.112] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.112] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.128] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.128] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.145] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.145] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.162] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.162] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.181] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.181] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.198] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.198] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.217] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.217] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.232] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.232] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.247] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.20082859311746687, 0.979626396227898]
[2025-03-05 09:29:50.247] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.265] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.2534099760034733, 0.9673589737330806]
[2025-03-05 09:29:50.265] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.278] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.29093471905092366, 0.9567429065588936]
[2025-03-05 09:29:50.278] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.295] [DEBUG] Player position: Vector[6.814284166673914, 2.799657609330135], direction: Vector[-0.3393291792859693, 0.9406676926976445]
[2025-03-05 09:29:50.295] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.312] [DEBUG] Player position: Vector[6.7296240743311255, 2.769117983194398], direction: Vector[-0.3896059296750209, 0.9209816608174466]
[2025-03-05 09:29:50.312] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.329] [DEBUG] Player position: Vector[6.65594554146573, 2.7379495088203964], direction: Vector[-0.43334733595275476, 0.9012269893998126]
[2025-03-05 09:29:50.329] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.345] [DEBUG] Player position: Vector[6.579341247366746, 2.7011149852644123], direction: Vector[-0.4787265441587196, 0.877964062999078]
[2025-03-05 09:29:50.345] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.362] [DEBUG] Player position: Vector[6.464022545758334, 2.735050174365843], direction: Vector[-0.5228608544900373, 0.8524180469945176]
[2025-03-05 09:29:50.362] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.379] [DEBUG] Player position: Vector[6.3915670117638, 2.6906070017341897], direction: Vector[-0.5656354984848355, 0.8246553721730134]
[2025-03-05 09:29:50.379] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.397] [DEBUG] Player position: Vector[6.266440833404594, 2.713918790366126], direction: Vector[-0.6093207533068071, 0.7929238422380958]
[2025-03-05 09:29:50.397] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.414] [DEBUG] Player position: Vector[6.147250042783277, 2.7295250529252852], direction: Vector[-0.6489500912866899, 0.7608309792713467]
[2025-03-05 09:29:50.415] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.433] [DEBUG] Player position: Vector[6.074971099752499, 2.66787479425305], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.433] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.448] [DEBUG] Player position: Vector[5.976000531613606, 2.670071756306583], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.448] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.467] [DEBUG] Player position: Vector[5.841683331996537, 2.67305334766495], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.467] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.481] [DEBUG] Player position: Vector[5.7356434375620085, 2.67540723557945], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.481] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.500] [DEBUG] Player position: Vector[5.60132623794494, 2.678388826937817], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.500] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.516] [DEBUG] Player position: Vector[5.488217017214776, 2.6808996407132835], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.516] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.530] [DEBUG] Player position: Vector[5.396315775371518, 2.6829396769058502], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.530] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.548] [DEBUG] Player position: Vector[5.269067902050083, 2.68576434240325], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.548] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.562] [DEBUG] Player position: Vector[5.163028007615555, 2.68811823031775], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.562] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.579] [DEBUG] Player position: Vector[5.049918786885391, 2.6906290440932166], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.579] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.597] [DEBUG] Player position: Vector[4.922670913563957, 2.6934537095906164], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.597] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.614] [DEBUG] Player position: Vector[4.795423040242523, 2.696278375088016], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.615] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.629] [DEBUG] Player position: Vector[4.696452472103629, 2.6984753371415495], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.629] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.645] [DEBUG] Player position: Vector[4.57627392507783, 2.701143076777983], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.645] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.662] [DEBUG] Player position: Vector[4.463164704347666, 2.7036538905534497], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.662] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.681] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.681] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.697] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.697] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.716] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.716] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.730] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.730] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.744] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6912400434668572, 0.7226252156601906]
[2025-03-05 09:29:50.744] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.762] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6535033687058521, 0.7569236071692458]
[2025-03-05 09:29:50.762] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.779] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.6140673000743725, 0.7892536670674201]
[2025-03-05 09:29:50.779] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.795] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.5730343885561122, 0.819531323093951]
[2025-03-05 09:29:50.795] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.812] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.5305113376229446, 0.8476778401335695]
[2025-03-05 09:29:50.812] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.828] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.48922739216531735, 0.8721562696874465]
[2025-03-05 09:29:50.828] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.847] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.43874686521639406, 0.8986106989474288]
[2025-03-05 09:29:50.848] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.864] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.39512477359895004, 0.9186274616450227]
[2025-03-05 09:29:50.864] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.882] [DEBUG] Player position: Vector[4.39404070000098, 2.775916412119469], direction: Vector[-0.342149651150898, 0.9396454736853246]
[2025-03-05 09:29:50.882] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.894] [DEBUG] Player position: Vector[4.4504194284221, 2.7964453911885228], direction: Vector[-0.30810803127799224, 0.9513513762338283]
[2025-03-05 09:29:50.895] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.911] [DEBUG] Player position: Vector[4.4504194284221, 2.7964453911885228], direction: Vector[-0.25920953365512756, 0.9658211105905122]
[2025-03-05 09:29:50.912] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.928] [DEBUG] Player position: Vector[4.4504194284221, 2.7964453911885228], direction: Vector[-0.20963697815627302, 0.9777792886891732]
[2025-03-05 09:29:50.928] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.946] [DEBUG] Player position: Vector[4.4504194284221, 2.7964453911885228], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:50.946] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.963] [DEBUG] Player position: Vector[4.4504194284221, 2.7964453911885228], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:50.963] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.979] [DEBUG] Player position: Vector[4.4504194284221, 2.7964453911885228], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:50.979] [DEBUG] Noclip mode: false
[2025-03-05 09:29:50.997] [DEBUG] Player position: Vector[4.361571895157635, 2.7820886564337215], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:50.997] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.015] [DEBUG] Player position: Vector[4.277660335963417, 2.768529518054187], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.015] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.030] [DEBUG] Player position: Vector[4.203620724909696, 2.756565572425186], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.030] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.046] [DEBUG] Player position: Vector[4.119709165715478, 2.7430064340456517], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.046] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.063] [DEBUG] Player position: Vector[4.03579760652126, 2.7294472956661173], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.064] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.080] [DEBUG] Player position: Vector[3.9568220213972913, 2.71668575366185], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.080] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.098] [DEBUG] Player position: Vector[3.863038514062578, 2.701531422531782], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.098] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.114] [DEBUG] Player position: Vector[3.7840629289386087, 2.6887698805275146], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.114] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.133] [DEBUG] Player position: Vector[3.690279421603895, 2.673615549397447], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.133] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.148] [DEBUG] Player position: Vector[3.6162398105501743, 2.661651603768446], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.148] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.166] [DEBUG] Player position: Vector[3.527392277285709, 2.6472948690136446], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.166] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.183] [DEBUG] Player position: Vector[3.44841669216174, 2.634533327009377], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.183] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.197] [DEBUG] Player position: Vector[3.3793130551782666, 2.623366977755643], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.197] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.215] [DEBUG] Player position: Vector[3.276108787159, 2.697857776265307], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.215] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.232] [DEBUG] Player position: Vector[3.1786380895852484, 2.76821019707999], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.232] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.245] [DEBUG] Player position: Vector[3.109534452601775, 2.757043847826256], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.245] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.260] [DEBUG] Player position: Vector[3.0354948415480543, 2.7450799021972547], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.260] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.279] [DEBUG] Player position: Vector[2.946647308283589, 2.7307231674424535], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.279] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.295] [DEBUG] Player position: Vector[2.8549101811553523, 2.796937210562155], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.295] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.314] [DEBUG] Player position: Vector[2.745972342690571, 2.875566386766801], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.314] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.327] [DEBUG] Player position: Vector[2.6657023564533637, 2.93350367449654], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.327] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.345] [DEBUG] Player position: Vector[2.568231658879612, 3.0038560953112228], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.345] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.362] [DEBUG] Player position: Vector[2.4650273908603455, 3.078346893820887], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.362] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.379] [DEBUG] Player position: Vector[2.373290263732109, 3.1445609369405885], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.379] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.397] [DEBUG] Player position: Vector[2.2700859957128423, 3.2190517354502526], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.397] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.411] [DEBUG] Player position: Vector[2.1840824390301203, 3.2811274008749725], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.412] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.430] [DEBUG] Player position: Vector[2.0808781710108537, 3.3556181993846366], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.430] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.447] [DEBUG] Player position: Vector[1.977673902991587, 3.4301089978943007], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.447] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.461] [DEBUG] Player position: Vector[1.89740391675438, 3.4880462856240397], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.461] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.479] [DEBUG] Player position: Vector[1.7999332191806283, 3.5583987064387226], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.479] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.494] [DEBUG] Player position: Vector[1.7081960920523913, 3.624612749558424], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.495] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.511] [DEBUG] Player position: Vector[1.6107253944786397, 3.694965170373107], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.511] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.529] [DEBUG] Player position: Vector[1.5075211264593733, 3.769455968882771], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.529] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.544] [DEBUG] Player position: Vector[1.4215175697766513, 3.831531634307491], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.544] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.563] [DEBUG] Player position: Vector[1.31257973131187, 3.910160810512137], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.563] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.577] [DEBUG] Player position: Vector[1.2323097450746627, 3.968098098241876], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.577] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.595] [DEBUG] Player position: Vector[1.2187506066951284, 4.052009657436093], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.595] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.612] [DEBUG] Player position: Vector[1.2043938719403273, 4.140857190700558], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.612] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.629] [DEBUG] Player position: Vector[1.2043938719403273, 4.140857190700558], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.629] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.647] [DEBUG] Player position: Vector[1.2043938719403273, 4.140857190700558], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.647] [DEBUG] Noclip mode: false
[2025-03-05 09:29:51.661] [DEBUG] Player position: Vector[1.2043938719403273, 4.140857190700558], direction: Vector[-0.1595192750533456, 0.9871948140496151]
[2025-03-05 09:29:51.662] [DEBUG] Noclip mode: false
